window_idx,worst_similarity
0,0.6000000834465027
1,0.6000000834465027
2,0.6000000834465027
3,0.6000000834465027
4,0.6000000834465027
5,0.6000000834465027
6,0.6000000834465027
7,0.6000000834465027
8,0.6000000834465027
9,0.6000000834465027
10,0.6000000834465027
11,0.6000000834465027
12,0.6000000834465027
13,0.6000000834465027
14,0.6000000834465027
15,0.6000000834465027
16,0.6000000834465027
17,0.6000000834465027
18,0.6000000834465027
19,0.6000000834465027
20,0.6000000834465027
21,0.6000000834465027
22,0.6000000834465027
23,0.6000000834465027
24,0.6000000834465027
25,0.6000000834465027
26,0.6000000834465027
27,0.6000000834465027
28,0.6000000834465027
29,0.6000000834465027
30,0.6000000834465027
31,0.6000000834465027
32,0.6000000834465027
33,0.6000000834465027
34,0.6000000834465027
35,0.6000000834465027
36,0.6000000834465027
37,0.6000000834465027
38,0.6000000834465027
39,0.6000000834465027
40,0.6000000834465027
41,0.6000000834465027
42,0.6000000834465027
43,0.6000000834465027
44,0.6000000834465027
45,0.6000000834465027
46,0.6000000834465027
47,0.6000000834465027
48,0.6000000834465027
49,0.6000000834465027
50,0.6000000834465027
51,0.6000000834465027
52,0.6000000834465027
53,0.6000000834465027
54,0.6000000834465027
55,0.6000000834465027
56,0.6000000834465027
57,0.6000000834465027
58,0.6000000834465027
59,0.6000000834465027
60,0.6000000834465027
61,0.6000000834465027
62,0.6000000834465027
63,0.6000000834465027
64,0.6000000834465027
65,0.6000000834465027
66,0.6000000834465027
67,0.6000000834465027
68,0.6000000834465027
69,0.6000000834465027
70,0.6000000834465027
71,0.6000000834465027
72,0.6000000834465027
73,0.6000000834465027
74,0.6000000834465027
75,0.6000000834465027
76,0.6000000834465027
77,0.6000000834465027
78,0.6000000834465027
79,0.6000000834465027
80,0.6000000834465027
81,0.6000000834465027
82,0.6000000834465027
83,0.6000000834465027
84,0.6000000834465027
85,0.6000000834465027
86,0.6000000834465027
87,0.6000000834465027
88,0.6000000834465027
89,0.6000000834465027
90,0.6000000834465027
91,0.6000000834465027
92,0.6000000834465027
93,0.6000000834465027
94,0.6000000834465027
95,0.6000000834465027
96,0.6000000834465027
97,0.6000000834465027
98,0.6000000834465027
99,0.6000000834465027
100,0.6000000834465027
101,0.6000000834465027
102,0.6000000834465027
103,0.6000000834465027
104,0.6000000834465027
105,0.6000000834465027
106,0.6000000834465027
107,0.6000000834465027
108,0.6000000834465027
109,0.6000000834465027
110,0.6000000834465027
111,0.6000000834465027
112,0.6000000834465027
113,0.6000000834465027
114,0.6000000834465027
115,0.6000000834465027
116,0.6000000834465027
117,0.6000000834465027
118,0.6000000834465027
119,0.6000000834465027
120,0.6000000834465027
121,0.6000000834465027
122,0.6000000834465027
123,0.6000000834465027
124,0.6000000834465027
125,0.6000000834465027
126,0.6000000834465027
127,0.6000000834465027
128,0.6000000834465027
129,0.6000000834465027
130,0.6000000834465027
131,0.6000000834465027
132,0.6000000834465027
133,0.6000000834465027
134,0.6000000834465027
135,0.6000000834465027
136,0.6000000834465027
137,0.6000000834465027
138,0.6000000834465027
139,0.6000000834465027
140,0.6000000834465027
141,0.6000000834465027
142,0.6000000834465027
143,0.6000000834465027
144,0.6000000834465027
145,0.6000000834465027
146,0.6000000834465027
147,0.6000000834465027
148,0.6000000834465027
149,0.6000000834465027
150,0.6000000834465027
151,0.6000000834465027
152,0.6000000834465027
153,0.6000000834465027
